lat_present,long_present,long_clim,lat_clim,Annual_mean_temp,MeanDiurnalRange,Isothermality,TempSeasonality,MaxTempWarmMo,MinTempColdMo,TempAnnRange,MeanTempWetQtr,MeanTempDryQtr,MeanTempWarmQtr,MeanTempColdQtr,AnnPercip,PercipWetMo,PercipDryMo,PercipSeasonality,PrecipWetQtr,PrecipDryQtr,PrecipWrmQtr,PrecipColdQtr,dist_clim_join,class
25.1084945,121.5726467,121.5625,25.10417,20.63133,5.745333,29.83659,491.5001,30.444,11.188,19.256,24.65867,16.03467,26.41933,14.50867,3065,378,183,24.10979,1009,582,849,601,1129.171924108597,present
36.77812833,126.6127983,126.6042,36.77083,11.04667,9.404667,26.38203,982.7697,28.2,-7.448,35.648,22.49467,-1.404667,22.76467,-1.404667,1253,288,28,82.31522,687,92,672,92,1115.831244504114,present
36.77752,126.61306,126.6042,36.77083,11.04667,9.404667,26.38203,982.7697,28.2,-7.448,35.648,22.49467,-1.404667,22.76467,-1.404667,1253,288,28,82.31522,687,92,672,92,1084.4879656014925,present
36.77739667,126.6130533,126.6042,36.77083,11.04667,9.404667,26.38203,982.7697,28.2,-7.448,35.648,22.49467,-1.404667,22.76467,-1.404667,1253,288,28,82.31522,687,92,672,92,1074.6900473683772,present
36.77774333,126.61302,126.6042,36.77083,11.04667,9.404667,26.38203,982.7697,28.2,-7.448,35.648,22.49467,-1.404667,22.76467,-1.404667,1253,288,28,82.31522,687,92,672,92,1099.1202467199691,present
25.59231619,91.87916189,91.89583,25.60417,17.2675,8.358334,45.0827,382.3951,24.368,5.828,18.54,20.99933,11.702,20.99933,11.702,3604,845,12,99.34202,2156,48,2156,48,2128.66641919513,present
25.5897013,91.8758199,91.89583,25.60417,17.2675,8.358334,45.0827,382.3951,24.368,5.828,18.54,20.99933,11.702,20.99933,11.702,3604,845,12,99.34202,2156,48,2156,48,2571.9686608789502,present
25.154895,121.503983,121.5208,25.14583,19.88067,5.608,29.35511,490.2167,29.552,10.448,19.104,23.924,15.294,25.636,13.76467,3005,381,175,25.93678,1015,555,851,572,1970.0779884663268,present
35.25656113,139.6700985,139.6875,35.27083,15.74226,7.303571,26.63454,718.3094,29.58571,2.164286,27.42143,22.475,7.12381,24.6881,7.12381,1756,220,60,37.30095,588,210,541,210,2239.0774019919736,present
32.581225,104.800711,104.8125,32.5625,10.31767,8.309999,29.18247,725.192,24.076,-4.4,28.476,18.16733,0.9686667,19.0,0.9686667,761,155,4,84.93388,407,16,392,16,2357.032571060493,present
36.74143167,126.5862,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,2105.1955137387863,present
36.704085,126.590895,126.6042,36.6875,10.74867,9.335999,26.41168,975.7921,27.852,-7.496,35.348,22.13867,-1.587333,22.39733,-1.587333,1276,294,29,82.3327,697,96,688,96,2192.748453396939,present
37.65653992,126.8826218,126.8958,37.64583,11.4715,9.338333,25.45615,1023.474,28.684,-8.0,36.684,23.146,-1.686,23.52933,-1.686,1296,316,21,96.41245,778,67,763,67,1662.5996166801683,present
23.7284222,120.787918,120.7708,23.72917,19.88033,5.918,35.97131,379.6341,27.42,10.968,16.452,23.97667,16.00867,23.97667,14.75933,2616,493,23,87.42138,1447,98,1447,149,1744.5020959914677,present
35.61967185,139.3827513,139.3958,35.60417,14.613,8.782667,28.36779,785.8234,29.94,-1.02,30.96,21.67733,5.021333,24.25733,5.021333,1532,206,47,47.17225,582,152,556,152,2088.701197506435,present
23.7284222,120.787918,120.7708,23.72917,19.88033,5.918,35.97131,379.6341,27.42,10.968,16.452,23.97667,16.00867,23.97667,14.75933,2616,493,23,87.42138,1447,98,1447,149,1744.5020959914677,present
31.13888315,121.4386547,121.4375,31.14583,16.38783,7.023,23.31054,857.2279,31.308,1.18,30.128,26.59533,8.166,26.62133,5.722667,985,156,36,51.00155,409,116,379,124,780.2322491535184,present
35.7202937,139.7437809,139.7292,35.72917,15.653,8.090667,27.07357,782.7169,30.644,0.76,29.884,22.68267,6.128,25.27067,6.128,1455,205,41,45.26291,535,143,527,143,1645.1920884259403,present
35.02910135,135.7156058,135.7292,35.02083,15.52633,9.221334,28.91425,848.5193,32.412,0.52,31.892,25.69333,5.353333,26.02933,5.353333,1638,239,56,45.00498,622,204,584,204,1542.1406928391414,present
31.1389443,121.4387215,121.4375,31.14583,16.38783,7.023,23.31054,857.2279,31.308,1.18,30.128,26.59533,8.166,26.62133,5.722667,985,156,36,51.00155,409,116,379,124,774.4298194249817,present
35.82567777,128.7634292,128.7708,35.8125,12.7525,10.71833,30.13477,925.8145,29.276,-6.292,35.568,23.672,0.8666668,23.672,0.8666668,1092,229,16,79.58503,589,68,589,68,1608.968652679208,present
35.82567777,128.7634292,128.7708,35.8125,12.7525,10.71833,30.13477,925.8145,29.276,-6.292,35.568,23.672,0.8666668,23.672,0.8666668,1092,229,16,79.58503,589,68,589,68,1608.968652679208,present
35.67207,139.6987,139.6875,35.6875,15.59733,8.120667,27.15579,782.3287,30.58,0.676,29.904,22.616,6.077333,25.20867,6.077333,1485,207,42,45.05361,544,147,534,147,1991.7614662445535,present
33.50045346,130.2994315,130.3125,33.52083,15.12033,6.825333,24.44253,777.0879,29.5,1.576,27.924,24.322,7.952,24.74733,5.674,1803,305,61,56.116,791,211,690,212,2569.37928919995,present
20.593684,78.96288,78.97917,20.60417,27.43317,13.35433,43.30199,458.266,43.68,12.84,30.84,27.41667,21.962,33.75067,21.962,1246,364,8,130.3092,927,25,212,25,2057.77762298527,present
24.18206022,120.8949661,120.8958,24.1875,19.03917,6.249001,36.68114,389.8121,26.908,9.872,17.036,23.35,15.15133,23.35,13.88733,2561,523,25,81.87633,1362,112,1362,186,610.7616836429044,present
35.61434818,139.4954746,139.4792,35.60417,14.9305,8.483,27.80947,782.5997,30.052,-0.452,30.504,21.98533,5.38,24.53667,5.38,1539,207,47,46.27034,576,153,552,153,1856.203371791908,present
23.6047721,120.7119775,120.7292,23.60417,16.812,5.860667,38.09586,341.7327,23.588,8.204,15.384,20.44467,13.24467,20.44467,12.11867,2266,424,25,83.83605,1222,85,1222,130,1756.1015379507883,present
36.65291164,137.2161033,137.2292,36.64583,13.40233,8.864,27.064,898.3665,30.668,-2.084,32.752,24.358,11.32067,24.358,2.484,2018,234,129,22.563,632,390,632,484,1408.9663229189093,present
34.54082276,135.9677219,135.9792,34.52083,13.04233,8.694,28.15779,821.3178,28.864,-2.012,30.876,22.798,3.125333,23.184,3.125333,1752,256,47,48.50575,658,172,636,172,2459.204864570314,present
34.54071878,135.9677503,135.9792,34.52083,13.04233,8.694,28.15779,821.3178,28.864,-2.012,30.876,22.798,3.125333,23.184,3.125333,1752,256,47,48.50575,658,172,636,172,2447.642236062582,present
35.65745396,139.752672,139.7708,35.64583,15.50104,7.0625,25.03878,753.7496,29.85625,1.65,28.20625,22.44062,6.434375,24.84063,6.434375,1442,200,40,43.25216,518,145,498,145,2086.4990619068612,present
35.25347772,139.7165666,139.7292,35.27083,15.90833,7.13125,26.7088,698.9879,29.45,2.75,26.7,22.53958,7.591667,24.6375,7.547917,1721,215,59,36.98209,574,209,519,293,2244.676521244,present
35.74510141,138.5672814,138.5625,35.72917,11.07667,10.37133,31.27664,819.4324,27.476,-5.684,33.16,21.072,1.094,21.072,1.094,1258,188,27,54.31496,511,106,511,106,1823.30068352424,present
26.719335,128.17841,128.1875,26.72917,21.7585,4.192333,25.06178,465.1586,30.064,13.336,16.728,22.85867,16.09333,27.33733,16.05667,2137,246,111,25.65816,695,367,592,423,1418.097856984407,present
35.73043529,139.225527,139.2292,35.72917,13.39433,9.333333,29.19952,799.5576,29.116,-2.848,31.964,20.50933,3.684667,23.224,3.684667,1422,207,39,52.62418,568,128,561,128,360.16343958870664,present
34.30153643,132.3309083,132.3125,34.3125,15.47292,7.827976,26.90687,793.905,30.52857,1.435714,29.09286,21.87262,5.972619,25.39286,5.972619,1828,296,48,50.51896,728,189,635,189,2084.4705754677016,present
24.02618047,121.0817676,121.0625,24.02083,16.89533,5.84,36.69264,359.5293,24.168,8.252,15.916,20.14667,13.23933,20.82333,12.06267,2438,412,41,67.95188,1124,149,1120,213,2045.3177743049814,present
35.7090259,139.7319925,139.7292,35.72917,15.653,8.090667,27.07357,782.7169,30.644,0.76,29.884,22.68267,6.128,25.27067,6.128,1455,205,41,45.26291,535,143,527,143,2254.0639519944166,present
24.95368617,121.5324598,121.5208,24.9375,20.877,5.729333,30.24991,482.0816,30.532,11.592,18.94,26.378,16.36333,26.52067,14.85333,3034,379,148,34.1579,1054,465,1046,487,2149.7179437206096,present
24.03867153,121.2073549,121.1875,24.02083,16.12583,6.307,38.45732,359.7929,23.556,7.156,16.4,19.39733,12.41533,20.05867,11.27267,2277,335,51,58.11385,964,173,933,230,2828.7427080252787,present
24.9791067,121.5750443,121.5625,24.97917,21.44233,5.988667,30.88852,488.1521,31.38,11.992,19.388,25.40667,16.87933,27.19333,15.36067,3044,362,161,29.36773,997,508,982,528,1264.408906774315,present
35.64199829,139.8669586,139.8542,35.64583,15.49712,7.408333,25.67537,764.3904,30.05385,1.2,28.85385,22.52821,6.246154,24.94231,6.246154,1416,197,41,42.79493,511,146,484,146,1229.1154779837084,present
25.10678667,121.5788383,121.5625,25.10417,20.63133,5.745333,29.83659,491.5001,30.444,11.188,19.256,24.65867,16.03467,26.41933,14.50867,3065,378,183,24.10979,1009,582,849,601,1670.6379270416382,present
34.78451319,126.3858701,126.3958,34.77083,13.87654,8.737281,27.16549,875.8666,29.82105,-2.342105,32.16316,24.14298,2.954386,24.40965,2.954386,1171,222,28,67.22376,584,106,543,106,1771.2910844046767,present
24.2055236,121.4817457,121.4792,24.1875,18.22417,5.508333,33.11092,400.169,26.324,9.688,16.636,22.616,12.97,22.78133,12.97,2367,336,74,49.44101,923,250,847,250,2020.6968600627254,present
25.0840949,121.579765,121.5625,25.10417,20.63133,5.745333,29.83659,491.5001,30.444,11.188,19.256,24.65867,16.03467,26.41933,14.50867,3065,378,183,24.10979,1009,582,849,601,2829.414329369815,present
23.5744063,120.8952738,120.8958,23.5625,16.68133,6.122,38.97377,342.0373,23.668,7.96,15.708,20.32667,13.06533,20.32667,11.972,2124,384,32,77.08903,1076,99,1076,137,1325.0059440253744,present
34.05596369,108.32884,108.3125,34.0625,12.236,8.912,27.32066,880.8158,28.268,-4.352,32.62,21.57933,1.051333,22.96667,1.051333,663,116,6,71.46629,325,22,277,22,1671.5311575536953,present
23.41934781,120.6522632,120.6458,23.4375,19.415,5.844,37.24191,353.8615,26.408,10.716,15.692,23.188,15.76,23.188,14.6,2533,520,22,91.93047,1441,74,1441,111,2123.418864950771,present
23.9184575,120.9195558,120.9375,23.9375,20.53083,6.530334,37.84384,387.3322,28.508,11.252,17.256,24.784,16.61333,24.784,15.36933,2499,490,28,82.06488,1327,110,1327,166,2794.606437178229,present
21.6330065,101.4487508,101.4375,21.64583,20.32567,10.468,52.65593,317.7671,28.804,8.924,19.88,22.95733,17.32467,23.32067,15.85733,1651,298,15,79.45119,875,70,661,76,1839.9630899290796,present
33.2334015,129.6546392,129.6458,33.22917,15.99427,6.878125,24.72663,760.4329,30.1,2.283333,27.81667,24.88889,6.7,25.4625,6.7,1980,327,67,53.58399,839,232,727,232,947.2616313936086,present
23.5558739,120.9377365,120.9375,23.5625,14.61367,6.159333,39.5844,334.682,21.456,5.896,15.56,18.176,11.082,18.176,9.990666,2350,436,43,71.32509,1134,131,1134,172,737.1829319148756,present
24.058611,121.163889,121.1458,24.0625,15.3325,5.951,36.9903,359.735,22.636,6.548,16.088,18.6,11.65133,19.27333,10.48667,2421,347,51,59.34632,1030,178,1021,244,1886.8661561447439,present
24.96940167,121.4954333,121.4792,24.97917,21.39433,6.142667,31.40422,492.735,31.388,11.828,19.56,27.176,16.788,27.176,15.25533,2811,336,134,32.2211,942,430,942,458,1963.9824266141736,present
35.42767408,139.5551088,139.5625,35.4375,15.57817,8.285666,27.89787,765.0848,30.408,0.708,29.7,22.51733,6.276667,25.01133,6.276667,1661,216,51,42.03192,587,176,556,176,1281.4810777847958,present
35.44210845,139.5487707,139.5625,35.4375,15.57817,8.285666,27.89787,765.0848,30.408,0.708,29.7,22.51733,6.276667,25.01133,6.276667,1661,216,51,42.03192,587,176,556,176,1345.208616176163,present
23.76631833,120.7395083,120.7292,23.77083,21.32483,6.251,35.52512,411.7338,29.432,11.836,17.596,25.82533,17.17133,25.82533,15.83467,2401,466,20,88.45584,1366,91,1366,138,1162.7967083601934,present
23.26701927,120.8237686,120.8125,23.27083,17.5725,6.013667,39.54279,328.4296,24.272,9.064,15.208,21.04933,14.10467,21.04933,13.032,2264,447,25,85.3696,1221,88,1221,113,1226.6065444262774,present
24.18445938,120.9221792,120.9375,24.1875,18.1855,5.978333,35.96206,381.6581,25.868,9.243999,16.624,22.392,14.36133,22.392,13.11667,2544,493,29,78.08839,1310,122,1310,194,1590.4079542077488,present
24.95057709,121.4466476,121.4375,24.9375,20.71083,5.823,30.50608,486.0575,30.38,11.292,19.088,26.37267,16.166,26.37267,14.62,2789,349,125,34.79982,968,399,968,440,1721.9277109490681,present
24.86767,121.1040888,121.1042,24.85417,20.80117,6.253667,31.4381,497.9493,30.704,10.812,19.892,25.29133,16.17333,26.55333,14.56333,2006,277,60,43.32729,721,215,706,305,1501.1734330724678,present
35.91247646,127.0660408,127.0625,35.89583,13.17533,10.84667,30.24051,964.5764,30.48,-5.388,35.868,24.76733,1.025333,24.76733,1.025333,1252,278,31,78.306,674,104,674,104,1878.2739203159642,present
24.1940268,120.7974071,120.8125,24.1875,20.13867,6.638,36.85321,413.5283,28.5,10.488,18.012,24.726,18.604,24.726,14.706,2481,515,19,84.48071,1351,95,1351,175,1694.1966976664653,present
24.255019,120.7563696,120.7708,24.27083,20.8565,6.803667,35.82386,442.6258,29.78,10.788,18.992,25.792,19.22533,25.792,15.09667,2198,424,18,79.60358,1151,86,1151,173,2287.108476684145,present
23.94060686,106.4658608,106.4792,23.9375,22.0915,8.298333,36.53722,557.4241,32.636,9.924,22.712,28.19467,14.58333,28.19467,14.58333,1317,252,16,82.996,729,65,729,65,1398.9844536229127,present
25.0083237,121.3312759,121.3125,25.02083,21.14133,6.472,32.00158,503.4186,31.388,11.164,20.224,25.70533,16.44533,27.01733,14.85667,2343,273,113,27.37154,713,367,702,420,2348.0524955287087,present
39.69811167,141.1974283,141.1875,39.6875,9.639334,9.162,27.10009,919.149,27.244,-6.564,33.808,20.83,-1.422667,20.83,-1.422667,1305,173,60,37.07091,511,200,511,200,1453.9408388056886,present
39.69108167,140.974,140.9792,39.6875,9.570167,8.691667,25.5097,949.8473,27.372,-6.7,34.072,21.09733,-1.548667,21.09733,-1.896667,1377,176,74,29.38318,503,249,503,263,597.152472612404,present
23.577067,120.6169873,120.6042,23.5625,19.649,6.056,37.35505,367.1662,26.932,10.72,16.212,23.59533,15.882,23.59533,14.67067,2519,512,19,91.56828,1436,74,1436,120,2078.981442967165,present
22.2225409,120.8216569,120.8125,22.22917,22.37433,4.922667,36.48582,309.575,28.484,14.992,13.492,25.69267,19.12467,25.69267,18.12933,3018,699,41,97.69926,1796,143,1796,144,1196.5562741114668,present
22.76635314,120.7007839,120.6875,22.77083,20.87333,6.003334,39.1658,334.7418,27.548,12.22,15.328,24.40067,17.318,24.40067,16.244,3483,850,21,102.6401,2131,80,2131,89,1450.1214561068286,present
35.59618664,139.5269649,139.5208,35.60417,15.07133,8.465333,27.84649,781.9323,30.168,-0.232,30.4,22.11867,5.526667,24.66333,5.526667,1546,209,46,46.37716,578,151,555,151,1048.190962314162,present
37.56898117,126.8817825,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,1430.3168920543894,present
37.7888546,126.6986899,126.6875,37.77083,10.958,9.022,24.56436,1027.047,28.088,-8.64,36.728,22.66933,-2.273333,23.01267,-2.273333,1247,307,19,95.51063,748,65,726,65,2232.5147642527145,present
37.57061689,126.8790922,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,1727.178339331384,present
25.15830693,121.4566999,121.4375,25.14583,20.68067,5.709333,29.32676,503.7992,30.58,11.112,19.468,24.874,16.04867,26.57067,14.412,2848,360,169,25.10182,960,545,768,554,2378.942830059846,present
11.94601245,108.4459386,108.4375,11.9375,17.5685,9.845667,65.86612,108.5408,24.408,9.46,14.948,18.058,16.016,18.67933,16.016,1776,261,11,65.9999,759,67,543,67,1318.5999533374688,present
23.46109195,120.6985641,120.6875,23.47917,17.81167,5.788667,37.96345,338.4329,24.532,9.284,15.248,21.40267,14.292,21.40267,13.174,2357,465,24,88.06736,1310,77,1310,116,2305.285306028188,present
23.46137025,120.6984264,120.6875,23.47917,17.81167,5.788667,37.96345,338.4329,24.532,9.284,15.248,21.40267,14.292,21.40267,13.174,2357,465,24,88.06736,1310,77,1310,116,2271.42711549444,present
33.63158739,130.3009023,130.3125,33.64583,15.91146,6.027083,22.80826,744.0803,29.675,3.25,26.425,24.65,7.0,25.25,7.0,1635,270,60,52.30989,687,204,609,204,1913.338623393507,present
36.59705819,138.3898361,138.3958,36.60417,7.508166,9.493,27.86486,907.5815,24.848,-9.22,34.068,18.52133,-3.472,18.52133,-3.472,1469,208,48,50.06073,605,164,605,164,953.3088364882731,present
12.02854804,108.4249925,108.4375,12.02083,16.89917,9.533667,64.89019,108.9474,23.596,8.904,14.692,17.39533,15.354,18.02,15.354,1793,266,11,66.82107,780,64,546,64,1608.3564305028124,present
37.59021759,126.9612885,126.9792,37.60417,11.21917,9.038334,24.94847,1021.758,28.332,-7.896,36.228,22.848,-1.903333,23.25667,-1.903333,1323,331,19,97.9195,799,66,786,66,2212.95263485299,present
24.98536944,121.6595508,121.6458,24.97917,20.30967,5.425333,29.57552,470.1251,29.652,11.308,18.344,24.12267,14.43133,25.83733,14.43133,3232,417,186,28.67133,1119,588,965,588,1547.9304513610628,present
39.98926077,116.3103098,116.3125,39.97917,12.35667,11.182,27.86027,1106.579,31.196,-8.94,40.136,25.316,-1.904667,25.316,-1.904667,559,193,4,132.9379,421,12,421,12,1137.4535633866033,present
35.01339,135.7865633,135.7708,35.02083,15.3505,8.971666,28.3698,845.4866,32.1,0.476,31.624,25.466,5.217333,25.83333,5.217333,1644,241,58,44.76788,625,208,585,208,1656.832532826864,present
24.23855118,120.9073335,120.8958,24.22917,18.6195,6.177001,36.27555,392.9303,26.488,9.46,17.028,22.964,14.70533,22.964,13.42867,2575,511,27,80.34531,1358,116,1358,190,1567.0864862038209,present
23.72864516,120.7917988,120.8125,23.72917,18.75383,5.819,37.12044,353.3064,25.868,10.192,15.676,22.552,15.13,22.552,13.958,2411,453,24,84.06446,1293,95,1293,150,2108.0756855205564,present
24.27399667,120.948045,120.9375,24.27083,17.03117,5.846334,35.09204,388.4525,24.736,8.076,16.66,21.31533,13.11533,21.31533,11.86733,2580,466,34,75.16894,1307,131,1307,203,1125.4025858883153,present
24.6143095,121.0391396,121.0208,24.60417,19.80883,5.996333,31.92936,461.7072,28.908,10.128,18.78,25.07133,15.34,25.07133,13.89533,2352,377,37,64.89851,1093,150,1093,233,2169.9395892818734,present
35.74071142,140.0750109,140.0625,35.72917,15.16167,8.331333,27.52158,778.798,30.168,-0.104,30.272,22.27533,5.655333,24.75333,5.655333,1340,189,43,42.20383,492,148,450,148,1709.4294184208547,present
35.32465453,139.5368838,139.5208,35.3125,15.48676,8.014706,27.72126,745.6423,29.98824,1.076471,28.91176,22.36373,6.447059,24.70686,6.447059,1735,224,56,39.45726,590,196,552,196,1988.9939128849232,present
37.57667087,126.9902511,126.9792,37.5625,11.999,8.930667,24.77987,1019.933,29.148,-6.892,36.04,23.61933,-1.091333,24.00333,-1.091333,1344,328,23,95.55883,801,76,788,76,1852.4488039670512,present
31.25322845,121.436977,121.4375,31.27083,16.48867,7.062,23.3996,858.2108,31.492,1.312,30.18,26.70267,13.018,26.72267,5.8,1071,163,46,49.40415,456,143,419,150,1957.8342646101394,present
36.59290201,136.6552485,136.6458,36.60417,14.25183,7.906333,25.7804,841.7444,30.616,-0.052,30.668,24.73267,7.276,24.73267,4.272,2065,241,134,19.83505,603,407,603,513,1510.4036796033379,present
32.0591275,118.8541176,118.8542,32.0625,15.35667,8.232667,25.24119,919.4808,31.16,-1.456,32.616,26.39067,3.752667,26.39067,3.752667,1043,201,26,59.15578,478,104,478,104,375.08527512524216,present
23.94608873,120.8290112,120.8125,23.9375,20.03967,6.067334,36.2792,385.0885,27.728,11.004,16.724,24.25333,16.168,24.25333,14.90533,2490,497,22,84.50916,1352,103,1352,167,1930.7322711440765,present
23.90694618,116.7488861,116.7292,23.89583,18.9895,7.535,33.74686,545.3651,29.18,6.852,22.328,25.054,13.68067,25.054,11.94067,1608,261,30,63.64182,693,104,693,140,2352.22326077229,present
33.57548576,130.3877139,130.3958,33.5625,16.31017,7.673,26.69798,783.1589,31.172,2.432,28.74,25.63867,6.818,26.046,6.818,1671,281,58,54.33385,727,201,633,201,1626.7325147908725,present
30.254034,120.123515,120.1042,30.27083,16.685,7.982666,25.11536,869.7513,32.54,0.756,31.784,24.76133,7.916667,27.12533,5.747334,1334,192,43,43.77312,485,155,475,183,2632.3477249571724,present
30.460024,120.968238,120.9792,30.47917,16.36667,7.0,23.02632,860.4051,31.3,0.9,30.4,24.08333,12.78333,26.68333,5.616667,1133,176,46,45.60284,424,142,413,166,2374.0480639416623,present
27.7172453,85.3239605,85.3125,27.72917,18.52633,11.80733,47.3126,508.2291,28.56,3.604,24.956,23.742,12.38267,23.742,11.46667,1627,406,7,108.8301,1067,35,1067,47,1740.8927276475242,present
36.58027764,140.5602143,140.5625,36.5625,12.50883,8.702333,28.69027,777.9858,27.416,-2.916,30.332,19.814,3.130667,22.18467,3.130667,1421,186,33,45.91299,504,136,494,136,1987.2938394035764,present
38.26211944,140.8451694,140.8542,38.27083,12.34983,7.927,25.92556,834.3884,28.176,-2.4,30.576,22.67933,2.358667,22.67933,2.358667,1225,192,39,49.47965,515,133,515,133,1248.8821832668878,present
38.46851822,141.5625,141.5208,38.47917,11.24028,6.458333,23.6569,753.1675,25.33333,-1.966667,27.3,20.84444,2.633333,20.84444,2.172222,1162,165,34,43.90978,432,120,432,159,3818.475465716561,present
21.70667076,112.8048935,112.8125,21.6875,22.77569,5.493055,29.21838,500.7444,31.16667,12.36667,18.8,27.44167,17.67778,28.16389,16.10556,2136,343,27,74.31943,949,95,948,101,2271.940842468085,present
36.65107167,137.2172217,137.2292,36.64583,13.40233,8.864,27.064,898.3665,30.668,-2.084,32.752,24.358,11.32067,24.358,2.484,2018,234,129,22.563,632,390,632,484,1217.2358424133295,present
37.23153995,127.0015158,127.0208,37.22917,11.824,9.923333,26.4594,1035.57,29.412,-8.092,37.504,23.65133,-1.4,24.14067,-1.4,1314,331,26,91.49065,764,82,746,82,1727.5342632499176,present
34.712395,135.3314367,135.3125,34.72917,16.04242,8.675757,27.95762,832.5499,32.24545,1.213636,31.03182,22.89924,6.041667,26.35682,6.041667,1329,211,37,48.9584,509,140,432,140,2544.549857397251,present
37.54410534,127.0307209,127.0208,37.5625,12.1255,9.034333,25.00923,1018.986,29.312,-6.812,36.124,23.734,-0.93,24.134,-0.93,1351,332,24,95.17212,803,79,791,79,2224.5217284005057,present
32.75395771,129.8501671,129.8542,32.77083,16.317,7.472,26.40283,762.8331,30.652,2.352,28.3,25.202,9.134666,25.77467,6.935333,2048,362,63,58.96109,919,221,773,226,1913.6367533861337,present
23.50332989,120.6957027,120.6875,23.52083,17.04917,5.785,38.25046,333.9678,23.724,8.6,15.124,20.61067,13.568,20.61067,12.47133,2299,441,26,85.74039,1261,82,1261,122,2118.050299444322,present
35.50828633,138.7623708,138.7708,35.52083,10.773,10.23933,31.77154,791.2488,26.62,-5.608,32.228,20.45733,1.185333,20.45733,1.185333,1552,246,37,54.96747,648,136,648,136,1589.80877949551,present
32.58217575,131.6728223,131.6875,32.5625,16.76122,8.625,30.70235,709.8163,30.4,2.307692,28.09231,25.03974,8.048717,25.5641,8.048717,2222,351,44,56.76421,884,178,837,178,2584.245870209584,present
35.772656,139.6170094,139.6042,35.77083,15.11867,8.664667,28.02286,794.9637,30.46,-0.46,30.92,22.218,5.393333,24.84667,5.393333,1441,203,39,48.42675,545,133,538,133,1173.3429301002186,present
36.53555153,136.5956311,136.6042,36.52083,14.25617,7.986333,26.08549,842.0972,30.572,-0.044,30.616,24.714,7.304,24.714,4.261333,2086,244,136,19.84498,616,413,616,505,1807.1682044415288,present
37.04773445,140.9007226,140.8958,37.0625,13.08117,8.410334,28.98915,751.1406,27.456,-1.556,29.012,20.38867,4.100667,22.492,4.100667,1310,178,38,42.92926,475,136,437,136,1698.9721302352498,present
38.16796075,140.8935984,140.8958,38.1875,12.72317,7.591667,25.46172,812.8184,27.724,-2.092,29.816,22.76933,2.898667,22.76933,2.898667,1212,192,36,50.19448,507,124,507,124,2181.171504104103,present
37.55617693,126.9294734,126.9375,37.5625,12.00967,8.836667,24.58727,1017.203,29.108,-6.832,35.94,23.624,-1.032667,23.99,-1.032667,1335,322,24,94.40619,791,78,777,78,997.4580234254145,present
37.44794997,126.9469015,126.9375,37.4375,10.884,9.023334,24.90157,1019.56,27.96,-8.276,36.236,22.52333,-2.198667,22.91267,-2.198667,1316,327,21,94.0993,776,71,764,71,1427.976535807994,present
33.4515873,126.491407,126.4792,33.4375,13.34083,6.716333,24.30284,768.1713,27.288,-0.348,27.636,22.42267,6.096,22.86,3.904,1837,295,54,55.51366,823,204,739,209,1933.0071169092976,present
35.0554,129.0844722,129.1042,35.0625,14.44444,7.694445,26.32079,770.4234,28.8,-0.4333333,29.23333,23.35,4.9,23.92778,4.9,1439,246,25,65.5423,688,110,642,110,1961.5156073394407,present
33.266,131.3694917,131.3542,33.27083,12.443,7.636,26.26582,799.7595,26.92,-2.152,29.072,21.83933,4.926667,22.192,2.566,2214,404,62,61.34818,1024,208,892,226,1519.7502218266654,present
37.80018733,126.8747535,126.8542,37.8125,10.94883,9.459,25.57039,1025.15,28.172,-8.82,36.992,22.62267,-2.246667,23.01667,-2.246667,1258,318,18,98.73724,768,61,748,61,2266.055442756189,present
35.65788333,139.74872,139.7292,35.64583,15.6175,7.311666,25.62261,759.1949,30.084,1.548,28.536,22.54,6.455333,24.99667,6.455333,1477,205,41,44.09662,535,146,520,146,2215.1746181542107,present
36.74182167,126.5836883,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,2306.53404346681,present
35.65839386,139.7614441,139.7708,35.64583,15.50104,7.0625,25.03878,753.7496,29.85625,1.65,28.20625,22.44062,6.434375,24.84063,6.434375,1442,200,40,43.25216,518,145,498,145,1632.8854410739968,present
35.6591568,139.7607574,139.7708,35.64583,15.50104,7.0625,25.03878,753.7496,29.85625,1.65,28.20625,22.44062,6.434375,24.84063,6.434375,1442,200,40,43.25216,518,145,498,145,1737.6101734779277,present
35.60976333,139.6675717,139.6875,35.60417,15.75733,8.027333,27.16342,774.477,30.576,1.024,29.552,22.74,6.352667,25.292,6.352667,1539,211,46,43.50878,557,158,539,158,1905.9473233292495,present
35.8052,139.1940167,139.1875,35.8125,12.41083,9.331,29.22513,801.2186,28.184,-3.744,31.928,22.26733,2.746,22.26733,2.746,1394,213,32,56.80861,582,114,582,114,1002.1115938781832,present
